sector_rank,sector,sector_description,sector_company_count,sector_median_growth_score,sector_median_employee_cagr,sector_std_employee_cagr,sector_median_5yr_employee_cagr,sector_cagr_acceleration_pct,sector_median_revenue_cagr,sector_entry_rate_pct,sector_acquisition_pct,sector_avg_rounds_per_company,sector_median_3yr_followers_cagr,sector_rank_median_employee_cagr,sector_rank_acquisition_pct,sector_rank_median_revenue_cagr,sector_rank_avg_rounds_per_company,sector_rank_entry_rate_pct,thematic_rank,thematic_sector,thematic_sector_description,company_count,median_growth_score,median_employee_cagr,std_employee_cagr,median_5yr_employee_cagr,cagr_acceleration_pct,median_revenue_cagr,entry_rate_pct,acquisition_pct,avg_rounds_per_company,median_3yr_followers_cagr,rank_median_employee_cagr,rank_acquisition_pct,rank_median_revenue_cagr,rank_avg_rounds_per_company,rank_entry_rate_pct
5,Food & Beverage Manufacturing,"The Food & Beverage Manufacturing sector produces and distributes a vast array of food products, from fresh produce, dairy, meats, and baked goods to packaged snacks and prepared meals. It also encompasses alcoholic and non-alcoholic beverages. Companies serve individual consumers, retailers, foodservice, and other manufacturers globally, emphasizing quality, sustainability, and health-conscious innovations. This vital sector addresses fundamental nutritional needs and evolving consumer tastes.",372,0.012,11.7,19.4,12.4,-5.8,9.1,1.6,8.9,0.06989247,23,5,12,11,18,13,7,Food Ingredients & Flavor Solutions,"These companies specialize in manufacturing and supplying diverse food ingredients, natural flavors, and functional blends. They provide essential components like sweet and savory ingredients, natural extracts, and plant-based food colors to food and beverage manufacturers. Their distinctiveness lies in being B2B suppliers, enabling other producers to create and enhance finished food products with specific taste, texture, and nutritional profiles.",44,0.008,9.1,19.1,9.6,-5.3,null,0,9.1,0.02272727,21.8,145,100,null,160,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,1,Airport & Aviation Support Services,"These companies manage and operate diverse airport facilities, providing comprehensive infrastructure for commercial passenger, cargo, and private aviation. They offer an integrated ecosystem of airside and landside services, including ground handling, MRO, FBO, and commercial development, acting as multi-faceted aviation hubs supporting a broad spectrum of flight operations and related businesses.",36,0.012,12.9,18.8,10.6,20.9,null,0,2.8,0.05555556,19.3,45,182,null,124,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,2,Temperature-Controlled Logistics for Perishable & Regulated Goods,"These companies provide specialized multi-temperature logistics, warehousing, and distribution for perishable and sensitive goods. They offer ambient, chilled, and frozen storage and transportation, often integrating value-added services like co-packing and regulatory compliance for sectors including food, beverage, and pharmaceuticals. Their core strength is ensuring product integrity and safety across complex, compliant supply chains.",43,0.013,12.3,8.9,14.9,-17.6,null,0,9.3,0.04651163,25.2,56,97,null,133,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,3,Operational Site Logistics & Event Services,"This segment provides comprehensive operational logistics and support for complex sites and events. Services include specialized crewing, temporary infrastructure, material transport, traffic management, and security, often involving heavy equipment. They serve construction, event, and infrastructure projects, offering tailored solutions for dynamic, large-scale operational environments.",43,0.008,9.8,9.6,10.3,-4.6,14.1,0,11.6,0.09302326,23.6,123,66,10,88,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,4,Integrated E-commerce Fulfillment & Delivery,"These companies offer comprehensive, technology-driven logistics solutions specifically for e-commerce and multi-channel retail. They provide end-to-end services including warehousing, order fulfillment, last-mile delivery, and reverse logistics. Their platforms enhance customer experience, optimize operational efficiency, and support global market expansion.",45,0.012,10.8,24.8,11.5,-5.8,null,0,2.2,0.48888889,21.9,91,186,null,13,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,5,Specialized Project & Complex Cargo Logistics,"These providers offer end-to-end multimodal freight forwarding and integrated supply chain solutions, specializing in complex, oversized, heavy-lift, or high-value project cargo across air, ocean, and land. They serve clients requiring intricate planning, specialized equipment, and extensive customs compliance for challenging international shipments. Their distinction lies in delivering bespoke solutions supported by advanced technology and deep expertise.",64,0.009,10.1,14.5,11.8,-14,null,0,10.9,0.1875,20.3,113,72,null,51,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,6,Commercial Maritime Operational & Support Services,"These companies offer comprehensive operational, technical, and commercial support for the global maritime industry. They provide essential services like vessel management, port agency, offshore logistics, marine fueling, and critical market intelligence. Their distinction lies in enabling safe, efficient, and compliant operations for ship owners, charterers, and energy companies.",48,0.009,10.3,14.9,9.3,11.6,null,0,8.3,0.10416667,17.3,105,108,null,78,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,7,Public & Contracted Road Passenger Transport,"This segment includes operators of scheduled public and contracted road passenger transport, such as bus, tram, and coach services. They provide essential daily commuting, school, and specialized group travel, enhanced by digital ticketing, real-time tracking, and journey planning tools. Their distinctiveness lies in providing accessible, reliable, and tech-driven last-mile and regional mobility solutions.",45,0.009,9.9,15.8,11.3,-12.4,null,0,6.7,0.04444444,16.8,122,133,null,136,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,8,Commercial Vehicle & Specialized Equipment Solutions,"This segment provides comprehensive commercial vehicle and specialized equipment solutions. They offer sale, rental, bespoke manufacturing, maintenance, repair, and fleet management for industries like construction, logistics, and waste management. Their distinction is delivering end-to-end heavy-duty vehicle assets and integrated support services to optimize B2B operational efficiency.",60,0.008,8.4,11.6,7.9,5.9,null,0,11.7,0.11666667,16.1,161,65,null,75,31
6,Transportation & Logistics,"The Transportation & Logistics sector encompasses the essential movement of goods and people across road, rail, air, and sea. Companies provide diverse services including freight forwarding, warehousing, supply chain management, and specialized passenger and cargo transport. Serving businesses and individuals globally, this sector is critical for enabling commerce, connecting economies, and ensuring efficient, reliable, and increasingly sustainable mobility and distribution solutions.",416,0.009,10.3,15.3,10.5,-1.9,14.1,1.4,8.7,0.13461538,20,8,13,7,12,16,9,Managed & Specialized Business Travel & Logistics,"These companies offer comprehensive, managed travel, accommodation, and ground transportation solutions for businesses. They specialize in complex logistics for niche industries like media, humanitarian aid, or corporate events. Distinctive for leveraging proprietary technology and extensive networks to deliver highly customized, 24/7 operational travel management.",32,0.009,8.4,14,7.7,9.2,null,0,12.5,0,26.1,159,53,null,180,31
7,Waste Management & Environmental Services,"This sector provides comprehensive solutions for waste handling, resource recovery, and environmental protection. Companies offer services such as waste collection, recycling, treatment, and circular economy initiatives, alongside environmental consulting, remediation, and compliance support. They serve diverse clients including businesses, industrial sectors, and public entities. This sector is crucial for safeguarding natural resources, promoting sustainability, and mitigating climate change through innovation and efficiency.",174,0.011,10.2,11.8,10.7,-4.3,14.1,2.9,9.2,0.03448276,20.2,9,11,7,29,7,1,Ecological Restoration and Biodiversity Net Gain Solutions,"These organizations specialize in ecological restoration and habitat creation, providing services like biodiversity units, habitat banks, and rewilding initiatives. They serve developers for Biodiversity Net Gain compliance, landowners, and businesses seeking measurable environmental impact. Their distinctiveness lies in actively restoring ecosystems and offering market-based solutions for biodiversity gains.",50,0.012,10.2,11.6,10.7,-5.1,14.1,0,0,0.06,24.3,110,196,10,120,31
7,Waste Management & Environmental Services,"This sector provides comprehensive solutions for waste handling, resource recovery, and environmental protection. Companies offer services such as waste collection, recycling, treatment, and circular economy initiatives, alongside environmental consulting, remediation, and compliance support. They serve diverse clients including businesses, industrial sectors, and public entities. This sector is crucial for safeguarding natural resources, promoting sustainability, and mitigating climate change through innovation and efficiency.",174,0.011,10.2,11.8,10.7,-4.3,14.1,2.9,9.2,0.03448276,20.2,9,11,7,29,7,2,Water Infrastructure & Environmental Health,"This segment specializes in water management, hygiene, and infrastructure. They provide Legionella control, IoT-enabled monitoring, engineering design, and asset management for potable and wastewater systems. Serving water utilities, commercial, and industrial clients, they ensure water quality, compliance, and resilience using advanced technology and green engineering.",124,0.01,10.3,12,10.6,-3.3,null,0,12.9,0.02419355,18.8,107,49,null,158,31
8,Real Estate & Property,"Companies in the Real Estate & Property sector develop, sell, lease, and manage diverse physical spaces for residential, commercial, industrial, and specialized uses. They offer services like sales, lettings, investment management, construction, flexible workspaces, and property technology. This sector serves individuals, businesses, investors, and public entities, providing essential infrastructure and living environments crucial for economic activity, community development, and sustainability.",576,0.009,9.6,20.1,9.4,1.9,9,1.9,8,0.09375,20.1,11,15,12,15,10,1,Leisure & Lifestyle Property Development & Management,"This segment develops, operates, and manages specialized properties for leisure and holiday-centric living. They offer diverse accommodations, including holiday homes, rentals, and marine berths, complemented by extensive recreational facilities. Distinctively, they create integrated destinations providing comprehensive services and amenities that cater to recreational lifestyles and unique leisure experiences.",97,0.012,11.6,12.9,11.3,2.6,null,0,8.2,0.06185567,19.1,67,115,null,118,31
8,Real Estate & Property,"Companies in the Real Estate & Property sector develop, sell, lease, and manage diverse physical spaces for residential, commercial, industrial, and specialized uses. They offer services like sales, lettings, investment management, construction, flexible workspaces, and property technology. This sector serves individuals, businesses, investors, and public entities, providing essential infrastructure and living environments crucial for economic activity, community development, and sustainability.",576,0.009,9.6,20.1,9.4,1.9,9,1.9,8,0.09375,20.1,11,15,12,15,10,2,New Development Sales & Consultancy Services,"These firms provide comprehensive services for new property developments, encompassing strategic planning, design, and land acquisition. They offer specialized sales, marketing, and agency services for new build residential and commercial properties. Distinctively, they leverage digital visualization and proptech to streamline development and sales processes for developers and buyers.",264,0.009,8.4,25.3,8.6,-2.4,9,0.4,9.8,0.09090909,17.8,160,92,18,91,28
8,Real Estate & Property,"Companies in the Real Estate & Property sector develop, sell, lease, and manage diverse physical spaces for residential, commercial, industrial, and specialized uses. They offer services like sales, lettings, investment management, construction, flexible workspaces, and property technology. This sector serves individuals, businesses, investors, and public entities, providing essential infrastructure and living environments crucial for economic activity, community development, and sustainability.",576,0.009,9.6,20.1,9.4,1.9,9,1.9,8,0.09375,20.1,11,15,12,15,10,3,Integrated Senior Living & Care Services,"This segment encompasses providers of integrated senior living and care solutions. They offer diverse accommodation, from independent and assisted living to specialized care homes, alongside comprehensive care services and lifestyle amenities. Their distinction lies in fostering independence, community, and personalized support for older adults, enhancing their quality of life.",30,0.008,10,13,10.1,-0.8,null,0,3.3,0.26666667,23.3,116,178,null,34,31
8,Real Estate & Property,"Companies in the Real Estate & Property sector develop, sell, lease, and manage diverse physical spaces for residential, commercial, industrial, and specialized uses. They offer services like sales, lettings, investment management, construction, flexible workspaces, and property technology. This sector serves individuals, businesses, investors, and public entities, providing essential infrastructure and living environments crucial for economic activity, community development, and sustainability.",576,0.009,9.6,20.1,9.4,1.9,9,1.9,8,0.09375,20.1,11,15,12,15,10,4,Social & Supported Affordable Housing,"These are social landlords and housing associations offering affordable rental and ownership homes, uniquely integrated with comprehensive support services for well-being. They serve vulnerable individuals and low-income communities, providing financial, health, and employment assistance alongside housing management and new development.",185,0.009,9.9,15.2,9.2,7.5,null,0,5.9,0.08648649,21.3,119,148,null,94,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,1,Vertical Transportation & Accessibility Solutions,"These companies specialize in the design, manufacture, installation, and maintenance of vertical transportation systems including elevators, stairlifts, and platform lifts. They serve residential, commercial, industrial, and specialized markets, focusing on enhancing mobility, accessibility, and material handling. Their distinction is providing integrated, full lifecycle solutions for safe and efficient vertical movement across diverse environments.",17,0.018,14.3,10.3,16.3,-12.8,null,0,11.8,0,21.5,28,64,null,180,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,2,Critical Industrial & Utility Infrastructure Solutions,"These companies provide specialized engineering, installation, and maintenance services for critical mechanical, electrical, and control systems across industrial, commercial, and utility sectors. They deliver bespoke power distribution, high-integrity piping, boiler systems, and subsea infrastructure. Their distinction lies in offering integrated, custom-engineered solutions for the reliable and efficient operation of essential assets in highly regulated environments.",123,0.01,10.9,12.4,10.6,2.7,66.6,0,8.1,0.02439024,19.3,88,116,1,157,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,3,Industrial Processing & Packaging Systems,"These companies provide specialized machinery, materials, and integrated solutions for industrial processing, packaging, and printing applications. Products include food processing equipment, bottling lines, packaging films, and printing presses. Serving diverse sectors like food, retail, and manufacturing, they offer customized, sustainable systems to optimize production efficiency, product protection, and brand presentation.",57,0.013,12.1,13.6,10.7,13.2,null,0,5.3,0.05263158,20.7,59,158,null,125,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,4,Specialized Component Manufacturing & Advanced Material Processing,"This segment comprises companies manufacturing high-precision, performance-critical components. They employ advanced processes like specialized casting, forging, CNC machining, additive manufacturing, and composite fabrication. Serving demanding sectors such as aerospace, high-end automotive, and power generation, they deliver custom-engineered solutions using advanced materials and complex geometries for critical applications.",97,0.01,10.2,18.9,12,-14.9,null,0,6.2,0.10309278,18.5,109,143,null,80,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,5,Specialized Environmental Control & Thermal Management Systems,"These companies design, manufacture, install, and service advanced environmental control and thermal management systems. They provide specialized HVAC, refrigeration, ventilation, and heat transfer equipment for maintaining precise conditions across industrial, critical infrastructure, commercial, and mobile applications, ensuring optimal performance, safety, and efficiency.",53,0.008,9.7,15.8,10.4,-6.8,null,0,5.7,0.0754717,20.3,127,152,null,102,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,6,Specialized Measurement & Analytical Instrumentation,"This segment encompasses companies providing precision instrumentation, analytical systems, and specialized testing solutions. They develop and supply advanced equipment for accurate measurement, monitoring, and quality control of physical and chemical parameters in laboratories, industrial processes, and critical infrastructure. These solutions enable data-driven insights and ensure compliance and operational safety.",52,0.008,8,15.7,8.1,-1,null,0,7.7,0.23076923,20.4,170,117,null,39,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,7,Precision Engineered Industrial Components and Fasteners,"This cluster provides specialized, high-performance industrial components and fastening solutions. They offer custom-designed precision bearings, advanced polymer motion parts, custom clamping systems, and various industrial fasteners, often utilizing advanced materials. Serving demanding sectors like aerospace, medical, and heavy industry, they deliver tailored solutions for critical, high-load, or high-precision applications.",35,0.008,8,17.2,8.5,-6.4,null,0,5.7,0,16.8,169,151,null,180,31
9,Industrial Machinery & Equipment,"Companies in the Industrial Machinery & Equipment sector design, manufacture, distribute, and service a wide range of products. These include heavy machinery, power tools, precision components, advanced automation, and specialized systems like carbon capture. They serve diverse clients across virtually all industrial sectors, including manufacturing, construction, agriculture, and energy. This sector is crucial for enabling production, enhancing operational efficiency, and driving technological advancement through innovation and bespoke solutions.",487,0.01,10.1,15.3,10.6,-5.1,66.6,0.2,6.4,0.06776181,19.1,10,24,1,19,23,8,Commercial & Specialized Transport Equipment & Support,"This segment features companies providing integrated solutions for commercial transport. They specialize in the sales, rental, and servicing of heavy-duty trucks, vans, and a diverse range of specialized trailers. Offerings include vehicle-mounted equipment like cranes and hookloaders, and electric tugs for efficient load movement, supported by comprehensive after-sales care, parts, and bespoke modifications.",53,0.008,7.8,14.8,10.7,-26.7,null,0,1.9,0.01886792,18,176,189,null,166,31
10,Aerospace & Defense,"This sector designs, manufactures, and maintains advanced aircraft, spacecraft, defense systems, and their associated components, ranging from commercial planes and satellites to military vehicles and surveillance technologies. They primarily serve governments, armed forces, commercial airlines, and space exploration organizations. Characterized by cutting-edge technology, stringent safety standards, and complex engineering, this sector is vital for national security, global transportation, and scientific innovation.",114,0.01,9.3,17.3,11.5,-18.8,48.9,0,12.3,0.18421053,20.7,14,7,3,8,24,1,Small Satellite Systems & Data Services,"This segment focuses on the development, launch, and operation of small satellites, along with providing data services and applications derived from them. They serve commercial, government, and research customers, offering cost-effective and flexible solutions for space access. Distinctively, these companies enable high-frequency insights and global connectivity through innovative, compact satellite technologies and sustainable launch solutions.",6,0.018,12.3,24.1,18.7,-33.9,null,0,16.7,1,22.9,53,21,null,4,31
10,Aerospace & Defense,"This sector designs, manufactures, and maintains advanced aircraft, spacecraft, defense systems, and their associated components, ranging from commercial planes and satellites to military vehicles and surveillance technologies. They primarily serve governments, armed forces, commercial airlines, and space exploration organizations. Characterized by cutting-edge technology, stringent safety standards, and complex engineering, this sector is vital for national security, global transportation, and scientific innovation.",114,0.01,9.3,17.3,11.5,-18.8,48.9,0,12.3,0.18421053,20.7,14,7,3,8,24,2,"Defense Intelligence, Surveillance, and Communication Systems","These firms provide advanced electronic, sensor, and communication systems for defense and national security. They deliver solutions for intelligence, surveillance, reconnaissance (ISR), and secure information exchange, enhancing situational awareness and decision-making. Their distinctiveness lies in integrating advanced RF, electro-optical, and AI technologies for demanding operational environments and military platforms.",20,0.01,9.6,14.6,11,-12.7,48.9,0,10,0.05,20.6,130,86,3,128,31
10,Aerospace & Defense,"This sector designs, manufactures, and maintains advanced aircraft, spacecraft, defense systems, and their associated components, ranging from commercial planes and satellites to military vehicles and surveillance technologies. They primarily serve governments, armed forces, commercial airlines, and space exploration organizations. Characterized by cutting-edge technology, stringent safety standards, and complex engineering, this sector is vital for national security, global transportation, and scientific innovation.",114,0.01,9.3,17.3,11.5,-18.8,48.9,0,12.3,0.18421053,20.7,14,7,3,8,24,3,Advanced Performance Engineering & Manufacturing,"These companies specialize in cutting-edge engineering design, advanced manufacturing, and integration services for high-performance systems. They develop complex components, subsystems, and novel propulsion technologies using advanced materials like composites, often leveraging expertise from motorsport. Serving demanding sectors like aerospace and defense, they deliver innovative, custom solutions for extreme operational environments.",51,0.011,9.5,15.3,9.3,1.9,null,0,13.7,0.1372549,23,134,42,null,64,31
10,Aerospace & Defense,"This sector designs, manufactures, and maintains advanced aircraft, spacecraft, defense systems, and their associated components, ranging from commercial planes and satellites to military vehicles and surveillance technologies. They primarily serve governments, armed forces, commercial airlines, and space exploration organizations. Characterized by cutting-edge technology, stringent safety standards, and complex engineering, this sector is vital for national security, global transportation, and scientific innovation.",114,0.01,9.3,17.3,11.5,-18.8,48.9,0,12.3,0.18421053,20.7,14,7,3,8,24,4,Aerospace Aftermarket & Operational Services,"These companies provide essential services for the entire operational lifecycle of aerospace assets, encompassing maintenance, repair, overhaul (MRO), parts logistics, ground handling, and specialized aerial operations like drones. Serving airlines, private operators, and defense, they ensure efficient, compliant, and cost-effective air mobility solutions post-manufacturing.",30,0.009,8.9,15.6,11.7,-24.3,null,0,10,0.23333333,19.6,151,86,null,38,31
10,Aerospace & Defense,"This sector designs, manufactures, and maintains advanced aircraft, spacecraft, defense systems, and their associated components, ranging from commercial planes and satellites to military vehicles and surveillance technologies. They primarily serve governments, armed forces, commercial airlines, and space exploration organizations. Characterized by cutting-edge technology, stringent safety standards, and complex engineering, this sector is vital for national security, global transportation, and scientific innovation.",114,0.01,9.3,17.3,11.5,-18.8,48.9,0,12.3,0.18421053,20.7,14,7,3,8,24,5,Ground Combat Support & Soldier Systems,"This segment comprises companies delivering specialized ground combat support and soldier modernization systems. They provide essential products such as tactical engineering equipment, ballistic protection, explosive ordnance disposal services, and integrated personal gear. Primarily serving military forces and security organizations, these firms enhance operational mobility, survivability, and mission effectiveness in ground warfare and challenging threat environments.",7,0.006,8.3,34.8,14.3,-41.6,null,0,14.3,0,14.7,163,32,null,180,31
11,Education & Training,"The Education & Training sector provides academic, vocational, and professional development across all age groups, utilizing traditional and digital learning formats. Companies offer qualifications, specialized skill training, career guidance, and advisory services for individuals, institutions, and businesses. Serving students and professionals, this sector is crucial for developing human capital, fostering social mobility, and preparing individuals for employment and lifelong learning by adapting to evolving societal and industry needs.",1343,0.01,10.4,17.2,10.4,0,-7.4,1.4,2.8,0.0454207,22.2,7,29,23,26,17,1,Academy Trusts & Integrated Educator Development,"These Multi-Academy Trusts and school networks provide direct K-12 education across various school phases. Distinctively, they also offer comprehensive, integrated teacher training programs and professional development, including Initial Teacher Training (ITT), Qualified Teacher Status (QTS), and National Professional Qualifications (NPQs) for their own staff and the broader education sector.",54,0.023,19,13.9,21.8,-12.7,null,0,0,0,30.7,7,196,null,180,31
11,Education & Training,"The Education & Training sector provides academic, vocational, and professional development across all age groups, utilizing traditional and digital learning formats. Companies offer qualifications, specialized skill training, career guidance, and advisory services for individuals, institutions, and businesses. Serving students and professionals, this sector is crucial for developing human capital, fostering social mobility, and preparing individuals for employment and lifelong learning by adapting to evolving societal and industry needs.",1343,0.01,10.4,17.2,10.4,0,-7.4,1.4,2.8,0.0454207,22.2,7,29,23,26,17,2,Organized Sports & Active Child Development,"This segment provides structured programs for physical activity, sports skill development, and holistic child well-being, from early years to youth. Offerings include coaching, competition frameworks, facilities for diverse sports, and activity-rich early education. Distinctive for fostering physical literacy, talent pathways, and healthy lifestyles through formalized, often governed, developmental initiatives.",57,0.015,14.7,10.8,12.1,21.6,null,0,3.5,0.01754386,19.6,23,176,null,167,31
11,Education & Training,"The Education & Training sector provides academic, vocational, and professional development across all age groups, utilizing traditional and digital learning formats. Companies offer qualifications, specialized skill training, career guidance, and advisory services for individuals, institutions, and businesses. Serving students and professionals, this sector is crucial for developing human capital, fostering social mobility, and preparing individuals for employment and lifelong learning by adapting to evolving societal and industry needs.",1343,0.01,10.4,17.2,10.4,0,-7.4,1.4,2.8,0.0454207,22.2,7,29,23,26,17,3,Neurodevelopmental & Special Educational Needs Services,"These organizations provide specialized education, therapeutic interventions, and comprehensive care for individuals with neurodevelopmental disorders, learning disabilities, and complex special educational needs. They offer tailored programs, residential/supported living, and integrated therapies to foster independence and well-being. Serving children, young people, and adults, their distinctive approach combines academic, social-emotional, and clinical support for community integration.",70,0.016,14.5,13.2,12.9,12.1,null,0,7.1,0.02857143,25.3,25,128,null,152,31
11,Education & Training,"The Education & Training sector provides academic, vocational, and professional development across all age groups, utilizing traditional and digital learning formats. Companies offer qualifications, specialized skill training, career guidance, and advisory services for individuals, institutions, and businesses. Serving students and professionals, this sector is crucial for developing human capital, fostering social mobility, and preparing individuals for employment and lifelong learning by adapting to evolving societal and industry needs.",1343,0.01,10.4,17.2,10.4,0,-7.4,1.4,2.8,0.0454207,22.2,7,29,23,26,17,4,Post-16 Academic & Vocational Colleges,"These institutions provide specialized post-16 education, offering A-Levels, BTECs, and T-Levels to students aged 16-19. They prepare learners for university, apprenticeships, or employment through comprehensive academic, pastoral, and career support within a dedicated college environment. Many also offer adult education and facility rentals.",33,0.016,13.9,10.4,12.9,7.3,null,0,0,0,30.5,30,196,null,180,31
